content_id,content_type,source
1815844,1121720,485664
1355933,289482,109531
1681780,1354575,312277
1155352,933606,1220542
496718,994661,879424
1733023,1636618,1276935
400486,212482,1398481
1119558,169643,1094642
2025620,368875,1266261
480078,271075,481881
112315,713420,659584
33314,1810389,1827877
126726,1020384,179959
1509826,1371661,519912
231987,273499,532505
509738,1816657,1738425
332609,765536,1312858
373977,610479,594652
1891108,1415569,1029145
1750899,1647906,1195925
384014,1892707,1885271
1877937,768151,1502653
1586962,1546953,1780469
1175110,80308,1715144
184268,323652,1787526
1743582,1703433,270826
823651,170286,857415
389431,218695,549087
1866568,564044,788061
1534512,391138,107981
840601,420122,2083885
163970,1337587,1018573
409488,1565886,1755062
756486,553563,1358104
875129,2018397,953167
813942,44492,905165
1165754,316226,1144611
1512153,1395012,60140
252471,1022488,1765946
1953700,1360761,1827983
1479486,329713,39443
227631,930224,160
325129,1101335,2061599
1674695,388822,1576744
1889333,204633,1241063
348838,385604,1446157
1234624,674716,1490898
1045978,2056979,374304
2040184,856117,2058835
1491397,489502,1384734
1446578,2005212,1714174
358363,1421389,1915993
1822509,629514,1199169
346674,830848,800492
1480543,574719,726834
242825,1892205,1235078
607743,706614,617546
1994737,626365,836703
1358708,1769722,1509630
1386205,2051881,1770212
1263822,1587468,1036360
244437,1566386,1886527
998840,1905734,1555929
268262,2007217,126223
1066242,2092942,1413171
539559,1056523,280994
659733,1733834,1568033
1468311,1533521,1954631
350718,2082946,1447969
1822499,1172833,1282573
907147,1907297,1518548
1709186,536334,90784
734215,866834,1366773
1691938,2068739,440302
1115278,672154,2056541
291347,1768858,1473668
1601906,1946802,1235034
1393039,1258815,206267
1506871,26547,898734
1335330,1030773,948530
299463,1802239,757649
1789360,1721516,847164
1446871,1759600,1790668
1789207,1612776,1874741
1713203,711910,709329
2098738,764967,1492846
1121889,692156,1897986
1616253,185844,230881
1752256,152725,1173151
1638572,892092,1615358
602618,933904,504711
204549,1932740,1821399
510122,1803865,611549
1290063,1814472,1765090
1084736,655825,1729596
1175996,474650,1820113
353056,234609,687831
28646,2060512,1364924
1372031,2063339,1959477
797322,60007,1151092
697063,1709954,971588
87772,1865874,1304533
375043,1203744,1768000
1418813,128291,773129
2032607,177404,305463
1437398,460574,1684296
1130214,1231270,988878
329526,1662359,774293
729886,1318143,1596792
681987,1856793,150173
401886,1907032,1470937
1084422,1539292,1471622
2068732,261789,1164885
410183,962455,622785
241460,616896,608900
1564574,1678145,1373542
88558,258903,990815
648448,1416618,1720159
2053871,805513,492505
1355134,40037,1952394
729993,296745,1430595
1235753,1236223,230773
548968,787022,1502559
981921,578853,1693764
2014571,1049940,1408458
1653583,1285236,1928343
1691599,496743,996917
173303,1278875,39892
1318708,753349,498529
622284,94373,250247
1654948,726279,1944297
1447690,327919,414102
335764,1690185,858160
1109747,536254,185091
172001,716537,1784824
1935084,1014650,952963
1894643,1499111,165935
1004975,1707941,1176590
914159,625323,1898287
385516,368699,604452
1517627,972150,413207
1052707,242370,12878
1676365,960113,1683428
963501,480446,2037565
804675,2019951,843560
1975717,1689877,1218524
275505,1158902,552772
1388009,1492338,1182051
334959,1451429,1518555
2024407,1072255,652248
45533,1947100,1902059
1216462,1918436,956412
255029,2051080,133849
1628732,1373177,455362
611193,1530788,369289
1271179,529395,945201
313147,1315410,3306
584290,1243158,1414997
1634305,377123,1754770
1370016,1899083,1525156
665813,1507305,372487
1732612,111223,883230
1829188,571399,804224
971386,1091370,1634064
1154857,1767378,2069746
226635,893759,1570525
640146,385918,1881586
730480,2081346,2095611
830526,1461833,751957
288143,762289,603841
1894797,491935,1008271
1155561,220694,1267112
2025993,181025,221102
1501141,326519,1871809
986851,975366,2028996
645085,2002409,791919
973757,1862247,21957
1173244,599096,701283
1051989,960796,1616632
1565807,1657,720254
46625,982863,99359
1572794,1740668,14136
1087441,184091,609501
1309417,1761208,1421254
2041411,1183138,133742
531368,878345,758410
988157,2068131,2075244
1616211,1462998,1707692
625221,669418,1054564
1345831,597852,873208
1334026,1703543,924328
1575679,1450431,1167217
2003833,306621,364447
1848494,1020630,1198452
784860,513334,529388
1952054,1666316,1637078
741072,1895367,931276
2016276,1896433,1296268
1645650,1911380,1903383
1505444,1497322,1777809
1414504,1838273,1732460
1902350,1041563,1514240
1408168,234474,1987190
1306785,986071,1807437
1384063,264064,1695991
1836768,1407309,431823
251202,1249444,1439736
1260054,1991354,1395443
1066538,570627,1174294
694095,416886,854051
115041,884347,997377
858421,2008679,696518
277680,556051,474367
365560,1272722,1125779
2071061,1317534,1243818
833847,1905275,1048096
61310,353199,1821547
1257780,1144223,369107
1010501,720811,1072410
240301,1682074,1629181
620150,1355326,763812
1215181,1321235,1410290
932543,877043,578698
1251228,1118520,1563759
336549,1840054,849239
921614,218542,1211675
1436198,1969004,995134
936588,1594646,1118120
1513287,886825,485120
350973,1422006,660856
669326,1198083,1467538
925379,834086,447313
466736,596165,1847853
830946,1948769,749858
592743,1760050,340928
1674898,1235476,2015944
165588,1008832,551005
72148,2005582,2029948
907752,1208375,1320878
670731,883150,1358160
1149343,1062044,1265108
1313328,1749195,1497540
1889024,1200795,125669
426794,1651921,1509520
1566528,1905089,322638
2010954,1518124,1572238
1500358,1315193,77600
1468827,1341934,1347291
1584367,404939,850479
1277115,2089216,1742408
767185,294565,2064011
90887,500685,391294
1243312,1907463,156996
1745974,995520,641419
1518708,1991489,1390720
910162,858930,1359518
1809091,671153,308627
670634,1845110,613071
1918592,560668,799270
986928,665120,454243
1261807,935383,1723584
1091141,1923090,1361892
975641,699016,1479612
603151,233220,1309075
827555,989214,609575
2042505,1457142,1372911
132603,773717,1698842
1472948,895919,2027619
208403,1205767,981930
1620506,1333089,1879501
405342,621343,1551353
1046953,176889,128305
1995764,78898,1225532
402454,1284740,1721379
839632,1798795,1473901
714964,1966309,666028
466481,302869,568911
1991842,1333508,793373
638982,1466620,474567
1965208,107236,1929391
1272007,1932934,1940496
165525,1215932,70043
1190200,1887330,1189766
1081841,130433,982777
1983441,1812858,909175
1624912,359306,1548942
1972625,1154431,1236445
1766193,41658,1713844
666354,1182114,1687695
1072364,896343,1622178
833737,2003854,770145
1641628,1139255,1482804
582684,1928156,1644535
1647942,631086,1829527
1347088,368989,1258550
1175865,1324242,1979182
202724,1995409,740318
1815869,102331,606399
1358993,2093791,1132188
5483,696628,963248
812608,1904953,1706973
1224341,883091,1525948
406779,365801,631051
893997,939114,1559397
523444,1278589,682282
120139,258260,1652465
1370931,1867759,654681
103380,1426256,1856097
1628212,508191,502694
1786230,796629,210467
1368753,1602264,1600515
1385342,118629,489200
1307444,1765425,604583
1606567,442028,1124837
332932,1281167,1625197
819902,123332,879120
379827,1702251,1831401
828658,960333,228450
1558358,2053815,483735
1523931,1245725,1658551
697624,1525259,1930711
2029212,294771,891359
376425,1027275,2085670
1005832,1336615,1595417
1230041,311228,559694
1395923,1610080,1567107
184107,84724,1362996
756039,1323712,322012
187876,121536,211433
78862,880753,392761
1014897,235248,41449
1754750,1779638,1751655
480518,568509,525271
1599001,1988643,1902708
184161,1147533,1162332
1441982,690663,851092
63257,1669296,861588
1112526,894281,46490
68532,210506,1716536
154808,480615,233082
1999296,859505,810148
1996557,917383,681021
1387065,883582,290313
716402,1216256,719640
1816971,453521,293928
630772,946339,435551
1667308,1769058,717192
384968,1249130,39306
1768387,499450,1516536
1129883,1865992,112515
904667,718037,927991
1694245,1287084,395305
898883,1266907,928442
311683,647550,1679531
1901902,14415,2025557
899115,1441024,917293
1253770,93063,1972476
384292,1541466,338519
1600971,1361805,673881
540883,409024,1222021
1114315,1547508,415628
1587271,500846,197015
265153,1882698,1304963
15874,1828928,11063
1256796,1234871,22969
478323,759188,1305270
1438948,1324655,651544
585563,462829,1896416
66548,1800340,448063
1433190,555233,724514
217878,472631,1594159
1646568,1971320,1909281
1132474,103805,290906
494131,2017665,1013784
1440978,921029,1531411
1116946,1255940,1288305
1600584,798287,1811282
272979,1610656,407857
92947,1662846,1601373
885587,156444,223406
1279818,1445306,1301526
1522193,1431031,1749011
275355,1590866,475105
777593,508099,213527
1239050,1977178,315302
864236,1356985,605575
206140,881292,1620657
816473,275973,1345000
1966112,1856181,1409705
1479014,246788,1123124
574000,1161368,1401264
1157962,368043,1062304
1004080,658975,1743861
2001888,422714,219404
1206500,705740,14016
634026,1507207,1448567
1342072,388287,1848351
1285649,904030,273563
405778,541823,587952
654763,495656,58503
1663675,246021,163694
120327,975400,1769016
438132,901979,1264051
234480,1127947,1777151
1138908,1131339,488211
484495,587402,1330244
355289,895477,1345656
1889089,421932,978301
1126234,1901504,429731
614404,177461,1879371
1495837,41816,413945
1219471,1353724,1624000
1002407,1280959,364203
398031,393178,1585301
1068516,1073210,1845428
296453,1081538,866451
1372131,611680,958955
266482,937610,2046209
445699,77380,2023461
273273,1479235,144259
141764,1312033,1720613
1957750,1134130,1306069
379343,321566,575780
428260,338021,1402096
291084,602881,568370
586753,308587,506347
336577,839082,1582312
781840,715876,150825
1404513,953716,437786
875141,46387,193209
1520107,443537,1471754
156271,772958,1106290
1133324,1465359,1596341
702271,255038,85920
1509239,1369533,1396003
1887930,436494,1824373
1947757,901853,1962922
587645,2092073,1900539
2036918,1649826,1652711
398844,108958,1522402
817690,1863650,1172030
1839320,2009028,269157
736857,1013830,35164
2048693,338185,1360282
1803712,1440681,928809
104707,465449,1012310
1852943,1701739,442258
487741,721902,1139678
2089810,751119,1273924
548185,192031,1133218
2027858,178757,1759281
1058354,431738,1113954
1204715,221948,1080086
367476,1639658,30544
1804928,1340699,664978
196070,610623,155385
1172285,1441068,1032039
1931283,1064510,472432
1752643,985084,382297
1890810,1442795,1264683
269250,12752,786029
227637,1083978,292054
142043,609409,142980
1145921,528949,239684
779055,1998926,682408
85581,1840367,951993
2074045,889295,173093
1865704,628221,1156848
509698,838307,24477
1435307,1231454,477938
2079084,1188922,1444656
1782105,776669,1064093
763733,21295,1757516
1200170,1166323,1304094
512969,1140376,796678
1455362,716290,402804
1620454,830983,1453537
1332766,852269,869495
1523807,1871971,1406106
427282,292824,1899383
206539,1640712,68175
1184181,999786,1388170
1643999,42742,727718
2069787,924432,2089560
1884449,1764593,1375733
732587,1318236,1842547
593231,250749,373625
1889931,1737730,191562
1772107,1008203,173517
49598,1903540,1729442
1613599,1682778,1973553
2082448,1589595,1675395
608892,1061009,667784
487543,744540,670992
1772790,9609,1509351
1896827,407191,1259463
988591,1135216,144442
860837,17800,605451
1198236,1503929,249320
28954,1568302,1182078
1367038,1809966,720549
1233400,1177037,1767980
1942379,72220,673798
263399,190147,562384
1447277,1957445,1932545
280949,921069,184565
1558394,828922,174158
487673,1880775,852148
1140825,530365,768794
1649027,980444,1868390
721768,1694825,944843
127295,1188987,116206
360381,746236,666750
1909145,1660580,921378
2080509,1466741,1772257
107861,482752,380286
1055465,1472686,67387
1229813,1041019,420075
1481984,391801,1103723
1195792,15621,1382910
363158,651332,430985
1284120,22439,501562
220496,874585,141611
1564991,1665694,1312042
1535771,1850033,1622202
489320,814287,1721573
916002,1621706,1950521
1395828,834647,1161307
2063926,429115,207435
631191,1456256,53329
446206,691758,1856618
1953211,814136,1092332
742862,1260318,1327324
857263,1853845,1790962
1792502,830251,409790
204412,834349,1592580
301362,1530045,1892584
1397456,299916,1715651
394543,592638,67346
1472887,68148,1918953
866224,1059889,901754
1476868,1664290,2056725
1510047,94981,812869
830747,1137118,1981100
1991594,1431270,277194
851255,174928,799575
958125,1218130,1191211
687807,1423919,1031008
562351,1659073,1640642
1094264,902717,492006
1063809,1735713,1900930
794592,1737414,1041461
1397290,2056730,1062427
1960092,861817,565541
219884,1574260,1711071
1138633,910247,291198
1530901,1470164,1226560
386873,1422972,159906
2080639,781912,1496735
18408,1089869,435120
1106766,811306,1348527
1190111,1239812,1305496
1697146,698391,729890
2057026,472727,1074885
1785197,1404759,972487
1505085,1724887,1160948
1836299,1048403,839041
1619110,703815,1214170
949957,703807,284295
323890,305886,1663289
985643,1570660,161800
532314,74024,694740
193158,558886,1857264
1002892,1975064,805594
2045716,1838026,1642266
1158324,792755,1619513
1255138,944517,1146417
524409,679482,1370343
107498,383110,1137
1494053,636831,1134122
452089,1735736,1867760
864062,1273359,227050
308318,1666436,883334
372836,72750,1249648
1739814,971288,1743009
1334285,678103,1780591
267976,1427654,1378807
160560,504370,926585
91189,152426,2058078
728032,992840,1258427
1909108,1817936,1823671
1135076,405934,634378
689077,929364,2001772
709391,817772,1072342
459220,938197,1136579
1106761,1574148,1383915
40131,945814,435543
909559,64312,1663196
27624,28925,2009416
1928245,473580,328207
522763,905833,24510
1401037,1167310,601680
1073626,1046348,134149
934984,1751866,1383947
1043921,1005059,1072914
627721,453393,836368
1533042,1822444,1117720
880044,273782,1322323
578674,1044759,857547
693522,2027682,14503
1263694,2020553,424393
124513,1995099,1370217
1976876,530947,1783667
1061178,358172,1539819
1527336,862128,487473
206248,1573289,2048392
454989,944747,1508863
1080032,1307991,1461024
327033,271849,1002031
1942476,110605,1891867
470992,1697953,1888696
744289,1107650,704154
1511392,1602993,2014732
2088667,777985,1565069
987406,870517,971444
1770825,1879007,248819
1371144,1219611,704469
920518,1191964,672250
42279,2102036,1755494
1075901,1832560,1229043
1112110,149923,392151
1826108,951839,291094
351150,1759292,1325089
1070713,919338,140462
17233,1425259,1496840
1359612,1063237,1570251
510672,2033529,1903086
1387182,1686837,1606077
1165086,64507,494277
2026785,128113,1494590
535663,835998,1390996
1652502,399018,516164
1256679,1334393,1520587
616015,1197665,498698
421370,489978,44625
1737795,646218,374247
276897,483538,32535
862271,1968082,818804
688518,512518,1874119
1223574,1688057,1182817
433390,398107,1603710
345457,1112194,141886
856878,1265723,1428157
260429,411147,404318
945655,1213770,2058781
1604672,1063819,234519
124662,1815797,295465
1677040,175053,56913
1145667,1266256,1660960
275573,893077,1364925
1223620,1229577,868809
1888103,865040,1064488
1860863,1972965,1479703
955188,1984203,321507
1377819,1331961,1166460
1789420,133962,1061803
639189,586663,181925
880571,125481,715433
1765976,1157227,627914
290252,814866,1645125
1102414,730660,347650
1360848,1656457,1941019
2010517,847980,1167702
600241,1552177,1758541
1432937,1124368,117076
1171258,1926395,1610250
1687138,1122459,1455848
637328,715984,112714
1441783,74432,1520974
1072060,174251,396584
777602,170452,327053
1268104,531616,305228
1996605,1334003,535143
1164858,1813681,208292
1924014,97830,1603886
891286,2014986,1144701
703132,296916,820850
514929,1466279,654731
1456789,1092890,241111
237119,1350363,508419
314208,1956713,36964
1442497,582750,1929480
938887,1626866,590264
1379500,1923706,1702547
1727692,722088,1822758
1511084,1426807,997326
1238551,212662,92103
107033,1987037,1222015
976719,355134,1519349
52294,949901,1801324
1355472,29611,848087
759971,1637788,1624674
744561,260373,1780312
900411,519840,1997559
779716,1949760,1911502
833451,1088933,421008
1399735,7287,1817643
1114493,1794883,972646
471511,1088046,2017750
29941,2073836,972286
2011416,1646269,608764
2053639,920587,338970
423482,862072,1549462
1838780,1772891,1521140
59779,324032,8648
637527,1424185,838250
1823043,1595917,1817493
1785131,471860,1727080
2023832,800945,510887
1427605,1598939,817995
218253,729470,393058
125485,1517598,869979
913105,1298250,1396271
1809008,1790288,670456
1642523,252299,876685
697850,698877,2021869
2030199,155080,1370827
220349,48148,433523
786035,624847,236427
1528460,1376344,113845
1860028,1487296,986706
613577,918963,203908
400545,1359270,1720657
968298,1609838,1168056
1243275,73207,794163
1802123,221988,1146841
1860301,1011112,218401
502669,1213198,1905019
808363,1114962,621660
1360943,1479483,1794149
642383,86317,893410
10379,1749298,174520
731793,1274039,315264
69924,51216,670512
732092,719322,394910
281590,2039682,1741013
281161,117860,1825960
1079346,33948,1340752
1997668,373645,2023218
1065394,626440,43147
1770234,1805674,1002051
68717,690921,1016157
756170,1287826,1706879
1527824,1037073,1395129
490085,1660130,339028
442009,467957,723483
1967429,619783,683553
704227,1122704,1438329
248935,1590046,901316
1049630,1521628,2101006
594770,330447,275321
524979,1790051,1541252
1526119,207178,112372
37755,1596253,112782
1506599,1692721,917686
1914202,598898,1679379
626465,1583223,1801462
1891777,1136691,842798
1829933,1905419,1403458
1592027,1077804,258693
1931312,896072,208571
1441044,270319,587203
1099091,284222,286452
1110426,357094,570023
2004739,1766884,1327623
594650,1710785,592639
1697747,1732583,1749961
555172,718345,299669
1133228,1240923,949416
30035,1516884,837647
1287383,756927,1200066
179223,1560757,477186
1057628,1478917,1125958
262854,1447110,1280984
1420419,1720401,1095487
1946010,710054,976995
1304406,2043031,1685628
1973010,1586960,262553
1700025,940932,65278
1681854,308995,1879377
517794,637863,515905
1459511,1019446,352751
1379598,550267,2083860
1509526,1769129,1803099
115784,955440,1477876
1921158,1869058,352443
1631199,221522,309952
1594518,424670,853745
1205159,1276010,523262
658893,604602,1374769
2098859,200472,200324
1321365,539300,1632891
782260,1506176,574620
211463,1095806,1137838
372448,785571,1338626
1799102,1221817,676984
1380900,278681,277428
1942242,916115,224516
232809,1617885,1301484
1280109,712114,1041227
993543,1477098,571049
266634,1973340,121924
915907,1994152,1835338
466188,113382,1439356
289227,711450,1572227
10013,784024,983277
1847034,309937,359499
1759346,410781,132953
1771144,624276,1313746
2037199,1721964,687007
1647539,1373400,1538535
984294,816510,1154360
562357,446683,1220955
1515677,813160,2036161
1556102,1553662,2088738
1279269,147657,1550983
1352354,1166867,935730
577473,1832547,683052
358026,43924,713521
1212895,566199,1623578
767924,2001636,744152
1038373,1354991,2080059
1071996,476486,1363260
800812,815437,1472658
1430393,1767245,1490848
843332,1416036,340982
1571514,690939,356185
1106621,1149657,844135
982071,174534,87821
1912838,1857563,1265127
601337,601659,96683
1980174,826894,582032
306275,1947062,479617
1437069,1538727,966973
1721757,1548776,1985376
1357936,1289050,1013756
2020900,784172,1762665
1832221,942173,1860808
1462734,1944667,1380243
2059542,1104393,844826
1920847,1513277,952577
2073641,1228443,1912786
997317,640024,97186
1778963,1864175,1146750
192860,308505,264661
1701664,730446,1114696
1395560,238169,2035281
1449585,1245307,2014552
540818,902179,1763194
508706,250827,1632103
1835698,1797457,724875
1938362,1659072,683911
26225,923645,1959303
804199,1224407,1283778
1993837,1997014,384241
1542125,1437337,709374
893771,1546486,306959
1836126,584111,1334184
1399290,1976563,197972
148305,1635912,1914626
1844835,1450499,868058
606580,1542972,249210
2071546,432879,873567
519285,761044,2047183
700841,1132924,426575
1090475,79035,1001946
396390,1094349,1493245
2040857,786479,1460386
2064326,1552908,425326
710869,999284,353470
237987,860512,245932
1419195,1367610,1958595
339139,455835,1913447
10463,1788920,1693348
1438508,1787704,1364084
2074425,576910,1522248
1663304,1220895,1618761
987996,351069,1758622
524591,1987077,1817392
1607154,932152,1765958
913314,1275077,163808
1734710,266543,393655
960502,1779089,746432
702334,1110320,1899573
1511452,2002545,496603
635005,1616613,1721985
1625958,1468412,239443
1505309,705188,1968057
1931367,554022,2028402
383886,1473158,269234
1945344,1233652,864127
359176,281670,1731049
1903329,836320,1598470
493384,556499,1690894
207446,69188,1207494
1249010,662551,266267
518485,169994,758673
1828021,1681461,1658733
1565766,1474928,1169519
895954,195963,349308
675162,1851242,2001283
1543249,733535,1685285
1759040,912892,662270
637752,230185,260120
699212,158920,1409046
1262529,1531937,1867279
376527,1995226,1745543
765985,333805,1649340
1405277,1038907,385792
184704,1659060,1064983
933921,1889489,1682447
483635,832060,1582383
492981,514694,83703
550630,2097548,931896
1688488,1792058,884493
819875,362596,722384
917033,301110,1499119
1128425,1023595,955448
1905333,783749,703577
457164,1116624,408571
1423725,999518,1620537
94616,1496708,698960
1632260,167356,1614897
1939284,1873640,1857433
994542,59441,1476363
203484,214649,90813
11322,163685,598569
2032178,1657910,1828303
1408869,1150302,1099165
1132830,1498812,203941
1576738,2065817,495201
47013,1350080,301896
1385948,85297,2012658
2015307,1289225,2070784
550918,222987,1531144
512505,291455,101296
2090656,467025,859926
1732907,951334,1206465
1582398,1734119,132653
1929867,854187,1716712
1222178,573167,1928164
1824416,1025976,1107686
206548,569835,503236
156461,646753,1000465
234793,1137797,774482
1425353,1042463,1187185
818728,917861,1586703
878112,1708907,422067
142432,2036020,737973
551541,564500,508414
686259,783449,703549
935141,1413788,1644580
911088,84932,1142478
286151,1652519,840981
1192342,94217,410466
1720872,361586,1886919
1391183,16483,1062800
127681,1710419,1780665
1696109,21437,410407
484861,987900,531916
1775831,1049165,660124
1600598,1182345,1651930
765097,935572,269145
1098790,2023787,1818508
2095776,598113,494703
1001801,1527187,152499
841121,833983,621743
1136789,11792,822807
351850,1136041,2087875
843702,907309,1524598
1844236,950826,181954
129683,1178245,1899731
586591,2060565,1899387
888998,632965,245654
1786633,959793,1223670
1945819,1130606,2019189
322646,1158121,369474
341500,778740,1458127
441073,923953,1133040
2018525,2056672,1104912
1143049,499203,1415306
406958,1914502,1950785
1188427,1456568,612802
1862458,2002043,385779
198306,49333,290187
309082,2067870,1112309
1782074,259683,1380021
968997,2044426,600957
331056,159803,1211518
512647,929149,996671
889624,1570534,200845
362837,132340,1604645
1145066,351271,146667
1506185,497229,1294680
795966,556693,885057
395741,1197349,656809
142543,512259,164683
238333,1240794,659223
531998,915564,1941089
1275362,997982,834301
592813,1168537,628611
1142152,269407,911713
1896570,962900,581774
348530,1171460,588668
1371919,1676696,1851757
60269,215433,1508207
201513,1536914,652399
1957924,768097,1589328
1135497,1330428,1299840
813729,580073,966173
1161334,419943,1456861
845870,1899566,1147603
929105,978718,1909825
44884,1210268,1901032
832008,430324,786345
857542,78908,244350
2041821,1215934,32687
804690,345965,1812911
260817,1273991,1465598
1900371,2086878,832891
1096646,946093,456881
875485,1042547,1246064
767084,1829715,449991
1081630,249148,782047
1224717,457770,493645
71718,1381109,1176166
1426359,1056149,550548
1394292,632893,1218499
1977427,383854,399455
896446,680152,574232
1754826,158847,1310755
241602,1973233,1760083
1434029,1557036,1229053
607788,224364,1643733
1655851,250471,1678434
1345589,897623,1978106
978958,288862,1528279
1153484,248580,1852441
1323127,2032712,2009512
1964003,547066,965156
339204,8450,908527
37041,1619417,1262273
177426,2062187,310654
1071447,683463,658413
585630,1017408,982165
645470,838847,1023735
1682835,1005455,468851
986288,373134,951896
1208038,1107305,533815
1876852,1334900,629811
391147,2096585,1190758
2081199,843571,1674665
1840353,526668,1892159
39166,534930,1716361
464056,1028590,1446743
1097329,1910502,370786
1850887,1007090,1330912
1662122,1260926,414738
1103476,797038,1107948
597313,820622,564072
810924,96043,457768
1151384,1158062,1588162
1788852,2064288,540100
1128255,693417,966475
1448182,907544,542851
803290,1428023,820954
2058358,1895705,104179
844613,1366986,720855
1443879,1253612,1186241
8677,1767380,615378
2009127,559983,468746
68827,1850950,1270941
1105041,34404,1798736
1407770,582567,356530
1418591,1210770,1835580
1804105,1696705,1471681
271727,1367451,256738
2071560,388241,1340452
291499,505805,679799
1774477,178328,1608761
302567,1565736,699902
1436846,144897,530145
1792532,340907,1264312
1944527,1605638,470842
996339,698971,1368029
1552235,1807569,1548822
232419,1800796,2035286
1833586,1586058,1479326
469471,1392469,1430341
2093337,1421405,1102939
2015452,343548,915038
883186,684424,1175741
22766,579957,762140
557937,1519648,1597442
1554435,435521,1256742
870187,1408429,1663007
357782,490393,1579679
1978473,100943,987814
2074772,1820770,165654
1055449,23107,463479
139413,1469299,918800
361908,1866516,1457448
618551,1332473,733033
1123365,9486,627939
1322264,803311,1399899
256774,523525,873103
1153813,1397086,1409555
1581848,1675037,1965623
1318563,324573,846960
1732114,132526,126403
616271,1162447,1339888
2016382,1213094,1412763
841252,533561,58810
142222,1576,429581
2072631,175186,1018427
405113,978954,1267510
353962,1707650,424932
374952,1541670,1910467
1032694,136354,1654466
1784457,1264749,406354
633145,162800,663709
559265,1362714,195799
1255508,420297,1034569
1986993,2018238,1337331
587462,263786,2091255
556378,170431,1672051
554057,1589192,1290740
932356,1918766,1629
845223,58600,737690
796005,112300,1845697
1897213,1953651,583729
750991,613202,620600
114231,124593,1532573
1525057,265037,1567546
442023,1109169,534434
35024,1753161,1554591
929463,505788,1898383
556906,1345983,1830767
1385525,1113005,855427
879345,1692896,1525672
406915,468838,1608911
1886879,1860943,437809
834008,1551351,2097367
1990083,167288,842022
915897,790577,504246
261076,257565,737767
1817060,921337,1379987
1230192,1275189,98624
239045,1094004,2057443
1238601,26145,1781459
281674,1055896,1285365
981281,804917,171889
1717003,612698,694079
1600467,491676,1941717
1108625,1571719,597874
1816323,1035719,1734291
1148073,1659140,451214
1393449,1244694,1020274
595966,1091707,1832833
740424,976241,306594
483465,26876,259887
428768,927941,641972
480641,1371978,973869
1796550,342817,293098
99892,982400,1871853
356565,1232313,360196
715086,1788027,1984551
7356,444043,1713674
686350,1392633,1476215
958731,2095912,1904579
701928,1683546,1810481
1257049,2007188,1285133
1947643,1669620,2004055
660106,215112,1321310
886407,619419,1748014
539727,1034685,1410971
2093188,872909,6089
778679,222161,2012808
1023952,81387,2086333
312563,1241381,1593538
457313,252512,1700578
34567,1960169,1811395
463184,287341,858202
274846,578935,1112215
654190,389549,141020
1663533,178233,816499
1054808,1418505,949969
1568458,1113885,330145
1498058,651840,901603
1788744,1851790,545392
239103,1745726,386247
1078502,1468055,378781
1795003,1810182,40310
1311709,868459,1363888
273457,1808557,969942
77853,1191430,2037370
1667486,1263425,1183257
600145,786107,1917387
1456029,94586,1477926
110266,1598781,2044454
1307758,1911021,1427791
692921,116532,1800185
1379258,1402097,904892
144050,457451,1586433
940958,667741,1171836
323971,227731,1055961
19464,1633752,1645971
1928653,1713900,238221
1869940,436541,1975542
517747,814595,1995981
449818,298624,1452056
850575,386255,1533981
815711,865320,1248280
161512,194247,1913445
2074996,1121776,1454561
587507,742874,7740
1174847,183070,354435
1017717,2032217,1075976
2081572,1046754,987341
1710627,789911,300611
1128345,497077,1457704
323776,1852509,2002089
74331,1250659,1213360
913648,364647,1212623
952481,1643277,2021410
1288924,1797496,826756
1821818,371118,1333045
1118732,774741,971244
521191,1121691,439485
1626084,1067563,1174780
533294,257056,1051353
627039,1056097,359590
1465029,1867997,264813
1060570,1893528,1672866
327198,122924,1413279
361388,494926,768052
903588,2077055,2009144
1181667,1194586,2092176
1766197,1390942,1016717
825040,325118,1765999
190173,1403039,395195
1363467,713747,1804049
122312,1054600,1946442
847991,1659358,1064162
379646,1607576,338062
2093449,2067617,1447287
1363226,1087180,2002470
1391547,266716,1452135
640021,411137,1304650
1429340,1047331,612289
1400395,218731,391971
591418,61224,739730
332438,1059937,1536487
173747,2062050,1375452
1988564,715299,352882
1355369,1264359,151747
1533406,88255,1992646
1132883,761396,751785
1030942,1894327,2038562
1949368,894652,386315
165407,1848556,1229742
354719,1807867,1067096
2082351,893980,1667531
309151,1846650,1227100
639630,1104485,1560587
310075,1299777,2971
371069,611049,707892
1032849,1678919,1222369
577104,748015,15656
1201383,828754,1121261
141355,1754610,1011534
1015055,1828373,595587
785401,1855992,1060534
1537832,397575,10313
410285,1420643,690092
1000263,1912133,1884091
412118,363452,693610
423927,1772709,547590
292848,1165216,2080171
667782,813060,2057078
914968,1579469,533883
1961266,1135871,1369191
1620725,1872053,478385
1289398,2013231,1671506
546878,317513,1809879
1568225,283154,1001130
1352541,461710,546624
1056511,297787,1452058
2425,1541381,132068
451641,1993535,229303
987669,1048761,2017417
1090200,11444,33928
870072,1525986,288249
1574159,1550018,1426813
188087,489192,494379
1233514,394289,1564578
368044,1747526,1313676
1789351,1783946,859769
1241038,2030805,1233149
1690835,1761152,1087425
554869,1135595,1785448
1443818,389546,67703
1024546,1797638,1520815
756352,1305578,83871
1942860,1704223,1902656
81502,2061878,831377
274930,243591,239086
926153,1387611,783769
91000,1278493,211297
715453,319704,767561
675514,1869292,1700911
945167,743733,656999
1173311,1191417,321114
148262,595055,388939
159439,1696887,906020
1043897,167320,1373690
